,CD4.prot,CD8A.prot
151789,5317,58
221995,1,0
281231,0,0
376811,447,50
452782,176,89
609935,0,0
38759,3495,17
88894,59,51
288194,11,15
538659,26,29
787994,1,1
38626,25,43
259592,805,236
366248,57,22
575554,0,0
785251,17,39
200148,77,59
353582,47,33
484907,30,30
491858,61,2
696037,0,0
756584,0,0
494193,11,29
512152,139,95
98990,76,38
151173,28,37
200509,0,0
263849,0,0
378808,0,0
410622,0,0
441204,2376,29
585628,0,0
637825,0,0
761072,20,63
162468,86,44
584550,102,133
624600,80,44
745000,69,76
752396,14,20
14836,0,0
170356,24,28
308557,29,40
588545,0,0
655598,0,0
768293,3,0
25536,2603,52
76794,367,237
204425,1,0
238217,0,0
301768,9,3
318002,167,28
473950,80,193
649493,77,47
699464,18,21
725119,0,1
727062,1744,51
733348,9,40
196398,5,8
361233,0,0
450372,3763,53
458194,0,0
461638,0,0
559114,2072,51
661544,0,0
666062,7167,36
775047,16,26
104560,0,0
116624,180,6
289673,70,50
327591,1320,45
460998,130,78
561831,65,18
687221,1,0
712704,16,93
131534,0,0
247463,0,1
271230,1,0
627986,39,65
111279,33,28
479359,75,70
557704,65,87
586513,1,0
770303,112,217
844241,38,58
59296,0,0
140943,83,42
161012,0,0
367445,80,52
718368,1,0
760247,243,40
855394,0,0
225191,37,39
656939,0,0
828913,18,47
210841,50,30
214948,3091,41
246448,50,5
384860,12,21
434743,13,44
538267,0,0
544641,37,85
575689,18,42
640175,0,0
759507,22,2439
145324,9204,114
274361,0,0
306837,0,0
331970,0,0
409437,0,0
456157,180,61
474081,13,56
524477,58,97
668770,49,25
860466,171,41
63143,0,0
74957,53,177
226068,0,0
357735,166,32
392022,15,28
592275,0,0
756069,58,58
798280,35,2
204621,76,102
226773,0,0
553968,43,57
595581,51,27
660348,36,82
774994,2,0
100115,127,19
178490,28,51
183351,0,0
191886,58,97
210013,0,1
312279,58,110
317949,101,59
348820,0,0
408157,0,0
628181,215,3
692802,57,54
830047,0,0
508265,39,80
619588,67,46
626733,71,0
700942,83,21
249593,67,52
306240,0,0
322429,73,93
418670,0,0
427389,2955,133
471170,68,90
551455,77,51
621710,29,37
672523,0,1
836,154,153
35113,49,42
424095,93,125
474914,86,47
861132,61,75
879125,0,0
218102,0,0
298655,25,49
574138,668,48
605139,14,180
615203,0,0
2215,0,0
32300,205,36
150011,7,28
241800,0,0
254241,0,0
279494,126,65
330635,34,14
403359,0,0
577426,0,0
736206,0,0
196134,68,15
416104,5772,12293
422203,0,0
427795,42,36
548885,89,72
587491,1,1
597967,3554,28
621182,5,9
858094,18,38
50899,0,0
191038,1,0
192382,0,0
228152,23,36
312403,32,44
565805,0,0
881337,32,42
87144,33,75
426462,20,47
538261,23,63
583055,74,162
616460,17,52
255741,35,3
347137,5,9
356663,0,0
380368,0,0
396105,0,0
407215,15,50
410897,27,46
477410,39,19
506150,25,75
515379,0,0
523731,52,36
622045,52,109
765547,0,1
780235,12,11
153274,17,31
196851,21,46
208697,56,65
324307,0,0
382493,86,8
405452,15,24
437547,74,9
507094,0,0
606291,1,0
656762,0,0
672984,0,0
713078,119,0
8670,30,82
20117,0,0
25867,0,0
78631,0,0
99738,25,45
212411,0,0
351375,6,18
437668,13,32
466353,50,75
493561,0,0
51357,0,0
143150,0,1
169838,20,96
206432,0,0
232244,128,81
233745,157,94
257210,12,45
393212,0,0
467731,13,31
600373,0,0
795682,1233,138
299621,1,0
369279,41,67
565218,0,1
738592,92,69
240373,0,0
263460,41,56
304601,11,19
599383,136,53
633780,0,2
204759,0,0
414628,0,0
625447,111,40
315268,32,21
567478,43,50
732400,0,0
863903,24,54
122129,1,0
452521,59,69
464867,0,0
581569,0,0
613016,0,0
561344,1,8
838379,0,0
839023,1,0
110823,0,0
461471,1,0
484389,57,98
736212,1,0
859634,0,0
