,CD4.prot,CD8A.prot
705602,0.9759426,0.19092101
844453,0.080246456,1.2524914
701298,0.7691053,0.31783608
158513,0.784923,0.30809978
188382,1.1051627,0.13187172
662297,0.57836455,0.4755317
177958,1.141273,0.11704585
629754,1.0852585,0.13978237
217240,1.0763154,0.14095299
14902,0.9931301,0.1757896
813464,1.2508957,0.080317296
422850,1.1536825,0.11249507
841500,1.1902387,0.09761058
250001,1.1305963,0.11961329
408260,1.2676303,0.07276447
748689,0.7398875,0.34066594
84856,0.7763106,0.31123042
181071,1.2784373,0.07220819
854027,0.39886832,0.65966976
323613,0.7166119,0.3579036
738469,1.0985416,0.13309792
236526,0.9900869,0.18352422
776462,0.9450009,0.2079639
25244,1.0964352,0.1341176
296083,1.1526564,0.11201258
458720,0.38856336,0.66598886
859127,1.0960898,0.13555723
821558,1.1027144,0.13159221
98246,1.0283928,0.16520739
465754,1.2755622,0.07206161
499031,0.92348236,0.21526337
28777,0.8906317,0.23567729
352430,0.5800229,0.4738422
550629,1.091974,0.1367162
798245,1.0924146,0.13648194
256710,0.8686798,0.2518602
536698,0.9523909,0.20453124
404013,1.2018008,0.096142195
491695,0.9706424,0.19299802
631645,1.1427788,0.1165961
126789,1.1965076,0.09717245
818943,1.1962061,0.097331636
195425,1.1598271,0.1108703
494848,0.053112987,1.3582845
836170,1.1476614,0.11345897
65360,1.1730989,0.10560654
432672,0.701847,0.36570847
381554,1.2015496,0.0951932
382782,1.2370522,0.08519265
861260,1.1272458,0.119492374
397211,1.1491574,0.114048585
827056,1.0466769,0.15599622
82214,0.99608207,0.1808179
137218,0.7228806,0.35333428
309011,1.0962715,0.13530913
402690,0.8645922,0.25385076
17019,1.0187016,0.16808026
680060,1.2279122,0.08698406
694596,0.97099894,0.19379935
38155,1.2157475,0.090668544
380281,1.1304889,0.120481536
794567,0.8715378,0.24802442
688465,0.6605707,0.40323317
875040,1.233229,0.08618297
143172,1.1780736,0.10350265
518902,1.0634575,0.14925435
601185,1.0811217,0.14104666
625099,0.12336697,1.1249896
400149,0.9712446,0.19418085
199252,1.1533738,0.11071312
297084,0.92493635,0.21705191
290761,1.1875429,0.099963
288068,0.6702418,0.3948927
773045,1.2227867,0.0882505
97198,1.1747327,0.10500856
188900,0.735501,0.3432145
134248,0.2702389,0.7316496
302942,1.00456,0.17681275
840196,1.0476447,0.15569408
538984,0.8701967,0.25068706
861337,0.05574017,1.3408543
393162,0.07839312,1.2577839
624996,0.45811155,0.59748167
725175,1.1610636,0.10879589
247285,1.1118846,0.1286284
527116,0.81318384,0.28828424
659128,1.3073937,0.06472908
696788,1.0420601,0.1567857
526946,0.91797423,0.2209012
810491,1.2071068,0.09453762
736396,1.0924336,0.1366257
358167,0.89013445,0.23773977
385063,0.5267532,0.5065248
71324,1.2462919,0.08093757
626947,0.4703994,0.5844614
229152,0.6902259,0.3740958
633930,1.0758982,0.14314601
715706,1.2120161,0.09289987
579585,1.1075556,0.12976639
751730,0.7445636,0.33685064
796310,1.1240854,0.12361408
38108,1.1295974,0.12140657
604415,1.1165066,0.12599954
624339,0.9296262,0.20767148
849796,1.0942345,0.13593267
40555,1.0090531,0.17481816
647843,1.0096269,0.17464375
787057,0.9291532,0.21699277
308369,1.1202873,0.12414801
577178,1.0892327,0.13767318
327293,1.1389332,0.1176598
820253,1.2001495,0.096061334
148673,0.84457827,0.26555008
577550,0.41295686,0.6285056
579051,1.1966383,0.097130135
662093,0.8850945,0.2415283
267508,0.14173326,1.081326
101957,0.9895735,0.18456098
593696,1.1551524,0.11225187
214038,1.1270261,0.12234262
534782,1.0574692,0.15189746
737915,1.237994,0.08317519
747480,0.85391444,0.2620647
124411,1.1302408,0.121399775
251699,1.0111496,0.1736123
292371,1.0413902,0.15657976
319212,1.1073488,0.1299827
334097,1.2870337,0.069621906
510797,1.1751733,0.1044299
613853,1.1106201,0.12967002
710256,1.4289747,0.03168594
101866,0.79650545,0.29770908
647027,1.0635967,0.14838205
123508,1.1860782,0.101016685
842271,1.2138169,0.09212795
760093,0.06366446,1.3094196
288782,1.2201774,0.08856955
271153,1.0095716,0.17336084
204400,0.9252143,0.21932848
481222,1.1887138,0.10014315
22588,1.074738,0.14427304
404127,0.38281998,0.6562103
817946,1.105138,0.13098168
722502,1.1284802,0.12079404
872587,1.1214907,0.1252199
411180,1.072956,0.14435875
673334,1.0407467,0.15908217
33168,0.93210757,0.21053138
313582,1.1732663,0.10354582
407532,0.9915763,0.18296635
782248,0.97727084,0.1891739
677603,1.0830564,0.1408556
132334,0.8931032,0.2350254
800721,1.1288586,0.12152094
865064,1.0577337,0.15169795
556299,1.0785234,0.14196333
856862,0.4836679,0.56808406
138165,1.1301448,0.12047838
524306,0.13706566,1.0793505
747837,1.1114544,0.12807983
768240,0.9247598,0.2183354
644022,1.1112293,0.12799773
730408,0.92784613,0.21716475
145867,0.8942254,0.1288637
600866,1.0447934,0.15665093
54865,1.131425,0.121162586
226879,1.2013066,0.09535091
426783,1.1705761,0.10290983
216907,1.150104,0.114014894
177021,1.1627649,0.1089303
449618,1.1352336,0.11916835
799608,0.8309685,0.27623096
24445,1.1641994,0.10880144
305518,1.1370112,0.11882676
807469,1.1841842,0.10220435
488005,0.9562508,0.20128183
868581,0.4204728,0.62282765
200638,1.1538911,0.11303058
771924,1.1758621,0.104498796
702792,1.0891557,0.13851799
713856,0.8449123,0.26728705
138925,0.4566484,0.5823101
220433,1.036921,0.15820856
240625,0.32891867,0.7374723
268805,1.0493412,0.15529257
506896,1.0510292,0.15432484
878125,1.0491207,0.15525435
209633,0.7260631,0.34971893
261397,1.0148445,0.16933815
701043,1.245537,0.081151254
184824,0.39724857,0.6547111
696909,1.0094548,0.17208421
752552,0.6694687,0.38697907
265708,1.0801219,0.14037715
837004,1.2501204,0.07865578
118363,0.6435715,0.4176885
644943,1.1881449,0.099690154
204326,1.1028571,0.1323691
416955,1.07513,0.14347151
441032,0.9759297,0.19102219
25924,1.4121276,0.040057775
387750,0.4243812,0.6226159
763911,1.2100387,0.09313686
188698,0.8548265,0.26062152
368918,1.0577936,0.14964199
454964,0.12517998,1.1074628
206210,0.37083927,0.677145
524801,0.41221586,0.62834114
736476,1.1925536,0.098634526
742701,1.1681788,0.10741298
784055,0.096392,1.196258
33907,1.162125,0.10956433
206953,1.1468313,0.11566243
725370,0.6590709,0.40082076
235081,1.105737,0.12861185
756617,1.1655276,0.10762157
840619,1.2535038,0.07990717
606145,0.97359717,0.19114067
727058,1.1721299,0.10652062
464485,0.20896116,0.93900275
545981,1.2154986,0.08912448
206612,1.2271862,0.08720091
213516,1.0209205,0.16881874
755556,1.1978303,0.09697384
869765,1.1208467,0.12557845
870194,0.9536495,0.20268461
245915,1.2251751,0.08859897
297950,1.1126864,0.128658
703036,0.8837434,0.24324559
168612,1.1086547,0.12788112
803968,1.0721455,0.14507821
193326,1.1120869,0.12840347
754853,1.121099,0.12282571
863222,1.1084431,0.12987322
21896,1.1558908,0.11198744
822657,1.181691,0.10217096
191443,1.2159603,0.09114143
412429,0.5942916,0.46126842
206690,1.0510117,0.14360607
689487,0.9709307,0.19427921
668272,1.1230623,0.123475246
811474,1.0713493,0.1456659
605117,1.2228214,0.08851271
760958,1.0234752,0.16608891
115480,1.1894574,0.09933329
193086,0.68732494,0.38104147
737067,1.0471151,0.1567335
774993,0.9966005,0.17925215
110724,1.2153801,0.0906017
683481,0.976388,0.18943198
474042,0.5679411,0.48572582
592050,0.6503914,0.0
876472,1.0970318,0.13524443
13747,1.1867986,0.09933493
441478,1.014404,0.16844098
570562,0.44482073,0.58774716
214282,1.0687501,0.14692625
724260,1.1035229,0.13061158
80804,0.25254476,0.8418371
263361,1.1201115,0.12442534
86331,1.0248824,0.16518484
379691,0.87587947,0.24675684
706269,1.2040322,0.094934076
157271,1.1997178,0.09489783
275642,0.34045988,0.73017627
297776,1.1182101,0.12625326
595395,0.9710605,0.19284564
374379,0.72383183,0.35206655
455820,1.1043551,0.13129391
81130,1.2231562,0.087213665
614618,1.06018,0.151066
744444,0.9818018,0.1875646
789112,0.8157084,0.27690494
827900,0.43829432,0.59077024
483576,0.8491534,0.2649878
673697,0.35905296,0.71292347
721891,1.062452,0.14945401
758673,1.1591963,0.11028292
822430,1.1414187,0.117220856
741316,1.0554296,0.15324786
161734,1.0393925,0.15881027
875458,1.1760323,0.104137935
153308,1.1080966,0.12945378
763593,0.82193756,0.2800712
406374,1.0821917,0.13965964
831950,1.1513675,0.11053944
688562,0.9823389,0.18710485
827275,0.084136344,1.2245885
855059,1.1737944,0.10431999
743786,1.241942,0.08251488
248968,0.78379756,0.30552253
454552,1.1976709,0.09673213
599369,1.1323262,0.11979241
405337,0.7842754,0.30737656
687679,1.1909709,0.09559622
179116,1.0588195,0.1507968
503436,0.49801397,0.5484116
560166,0.7744481,0.31374034
724020,1.1930121,0.09896164
767663,1.245174,0.08168752
877326,1.1853143,0.10006414
742136,0.07583716,1.2595491
129977,0.66539234,0.3995935
309783,0.7455994,0.3351278
829883,0.57399154,0.47979078
35341,0.37396848,0.6967026
267193,1.1285584,0.12200686
689664,1.0669774,0.1454847
795826,0.07003534,1.2859383
245835,1.1007226,0.13320492
362125,1.2379177,0.0828923
436067,0.39323956,0.6601364
485901,0.7512484,0.33192044
690057,1.2211565,0.088742614
747967,1.1116977,0.12880342
794392,0.8417377,0.2691961
236529,1.0185928,0.16927055
482271,1.0182855,0.16995686
703858,0.4856195,0.55740434
751400,0.97225153,0.19199239
46299,0.96191514,0.19884494
752383,1.0027118,0.17767012
823903,1.0597444,0.15020502
102175,1.1574417,0.110950135
132643,1.120117,0.12569927
203178,0.9563035,0.20151423
514772,0.10301168,1.1655006
387178,1.192106,0.09831519
495432,0.9222725,0.22015545
702871,1.0443485,0.15758088
763402,1.2262385,0.08810478
829657,1.0630606,0.14980224
559004,1.0439699,0.1570628
697117,0.9166353,0.2237323
768457,0.98316467,0.1872818
757943,1.1308607,0.120063454
233752,0.80523753,0.2933051
683513,0.8788656,0.24181908
373743,1.0614784,0.14918114
505238,0.10034871,1.1773325
722912,1.1444806,0.11416083
6936,0.8138405,0.2847765
604386,1.0507367,0.15464717
499903,0.26544255,0.83124006
578161,0.717,0.35656
671635,0.7782562,0.3120254
851826,1.0732988,0.14465985
882279,0.8149747,0.28672165
859243,1.0666249,0.14699337
362963,0.17059869,1.0031276
311045,0.7786702,0.30766642
653952,1.0043786,0.17615674
759008,1.1875675,0.100215964
666826,1.0882678,0.13816175
198787,0.62231123,0.43623188
307510,1.1603522,0.10603427
624795,0.91686046,0.22158457
844422,0.110125765,1.1614702
83372,1.0260072,0.1666275
741618,0.5974836,0.4563628
340746,1.2401547,0.083778866
344656,1.0613123,0.14925337
656220,1.0190296,0.16865915
367814,1.0653665,0.14816415
852517,1.140842,0.11716726
17614,1.0692096,0.1464123
592307,1.0053567,0.17656559
662736,1.1885439,0.10024261
763859,0.39000654,0.65891206
46363,0.913535,0.22228588
93600,1.0680597,0.14666072
634847,0.27706668,0.8179264
262409,1.1656634,0.10821783
356424,0.4131323,0.64307463
765262,1.1741997,0.1055168
801238,1.0438746,0.15636317
745066,0.94431114,0.20874134
768031,1.2051451,0.09427879
141668,0.8405701,0.2693302
710930,1.0612962,0.15030216
298610,0.24595708,0.8711913
494696,0.1098718,1.1526203
599585,0.2607258,0.82837707
862286,1.1429317,0.11598394
459675,0.87643504,0.24729522
232528,1.0399504,0.15959875
105367,1.1397661,0.11696688
777746,1.1356301,0.11958028
512833,1.0503111,0.1555015
139278,0.8857026,0.24185553
88067,0.6540079,0.40082628
239533,0.8638958,0.25487307
451823,1.0289364,0.16498235
472260,1.0024365,0.17592941
508839,0.37321597,0.6908134
295165,1.3117498,0.06311429
432110,1.1326815,0.12087267
43466,0.7371514,0.34153515
836003,0.4308766,0.6209115
396445,0.48477572,0.37551874
473529,0.088048555,1.223779
704331,0.24972777,0.8620713
191587,1.1494099,0.11180729
242973,1.1375557,0.118260935
372756,1.0838264,0.13928784
761492,0.9759325,0.19063117
873474,0.3842633,0.68411154
118545,0.38837284,0.6648398
239908,1.1533985,0.1129084
240619,0.37151027,0.67991585
486658,0.060631115,1.3275034
606778,0.5402515,0.50242037
828192,0.8709841,0.24987969
120615,0.749066,0.31512535
311528,1.1972303,0.09639633
572194,1.0994854,0.13265696
598365,0.38067073,0.6770961
760233,0.59471524,0.46026242
766692,1.1643579,0.10874596
131181,0.7300338,0.3482442
576821,1.0614138,0.14974232
484535,1.0755634,0.14285636
656819,0.9011721,0.22045325
768781,1.0936606,0.13625063
215429,1.145932,0.11483284
489071,1.146718,0.113698326
88148,1.1709514,0.10668874
808795,1.0992461,0.13367222
809978,0.3367472,0.7201304
333079,1.2500607,0.07999552
741683,0.3317234,0.7335526
796164,1.2606541,0.07668831
24339,1.0856152,0.13837121
686365,0.37684506,0.6876122
777891,1.0024567,0.17753321
815783,1.0362328,0.16104294
876014,1.3496466,0.052550226
136300,0.26995677,0.8175752
752712,1.0712639,0.14522141
777085,0.97064257,0.19365682
751514,0.13842091,1.0871831
147354,1.1914793,0.10001189
596606,1.1835732,0.09862679
866066,1.1326051,0.12023414
263156,0.93262625,0.21209508
361536,0.96859634,0.19294643
597512,1.0206361,0.16879353
797952,1.1102461,0.12796076
231257,0.05110732,1.3605217
787201,1.0705469,0.14538725
432030,1.0735097,0.14472167
436643,1.0685298,0.14628938
90506,0.5359627,0.51670456
262609,0.058874134,1.3326259
401371,1.1240774,0.12386126
130031,1.0972065,0.13502046
594362,0.28038904,0.82516605
675979,1.152769,0.111894146
723727,0.9685463,0.19560462
495314,1.0149174,0.16464178
651976,1.2272348,0.0814392
836331,0.8947654,0.23532185
853675,0.8990239,0.2334903
242388,1.1728704,0.105606444
383198,1.0010695,0.17780034
669143,0.7678876,0.31965908
803735,1.1213524,0.12309906
36093,0.27362847,0.82326555
357038,0.5741003,0.47793984
640020,0.47717443,0.55495787
807553,0.9624697,0.19843605
414773,1.2295239,0.08672509
875081,0.8957173,0.23328957
57284,1.1871791,0.100008205
789460,1.0319557,0.16215487
225564,0.087477684,1.2301273
216183,1.1931623,0.09797161
758684,1.0359519,0.15800251
875951,1.1141888,0.12733153
111028,1.074287,0.14382938
319959,1.2463437,0.080650516
876329,0.43437988,0.606191
519298,1.1346207,0.11995882
698534,0.8024949,0.29469845
771139,0.07727797,1.2618315
872581,0.98291713,0.1870922
383919,1.1018085,0.13313973
794056,1.0190897,0.16972575
828658,0.84871525,0.26446947
861065,0.38228697,0.66697174
525683,0.96224797,0.1992625
112898,1.2150898,0.09180696
65405,0.8629265,0.25589642
287157,1.1757362,0.10356983
235160,0.66559553,0.38408023
419127,0.76804554,0.31821415
845367,1.1135952,0.1278112
421563,1.0496657,0.15252364
559597,1.1766851,0.10448655
873750,1.0889516,0.13836725
850297,1.1689913,0.10654765
857884,1.1057293,0.13101186
873623,1.0263575,0.16504903
309130,1.1302242,0.121640086
820400,1.0738975,0.14438051
194780,0.4681058,0.5794408
229771,0.7327291,0.341894
797904,1.1788406,0.10286054
28631,1.1382613,0.118196726
667867,1.126812,0.12210151
797128,1.131531,0.100206465
244017,0.35794517,0.6733081
592201,0.8184543,0.28418937
638897,1.0386298,0.14883617
729104,0.86452746,0.2540714
606508,0.92139494,0.21874219
820386,0.96252805,0.19818255
527515,0.08087252,1.237648
582908,0.88506126,0.23814487
814618,0.42990327,0.62050605
336392,1.188924,0.09970846
513669,0.6818712,0.38623714
4000,0.71452665,0.35908353
407233,0.8809961,0.24447274
772139,0.84194,0.26699468
547977,0.08454198,1.2377241
840007,1.034013,0.16223626
432009,0.29174557,0.7955792
638030,1.161222,0.10898321
26746,0.94338036,0.20461054
345336,1.1510029,0.11252534
687470,0.425272,0.6312831
711297,1.1456264,0.11570221
243267,0.72374713,0.35173443
878168,1.1969974,0.09751472
33298,0.2543126,0.8627828
825474,0.47470772,0.56886554
649719,1.1363956,0.09867147
776980,0.888637,0.23937799
91882,1.2305117,0.0862887
537194,0.6713544,0.39216077
711926,1.2304277,0.08469024
745760,1.1188678,0.12575579
605618,1.250275,0.08033149
827729,1.0677189,0.14707842
138455,0.33473712,0.72293603
557805,0.32737988,0.7514389
760161,1.0544707,0.15294197
815741,1.1489005,0.11230194
183313,0.702404,0.36661184
673664,0.9762017,0.19131374
294933,1.0391104,0.15955183
483790,0.67918986,0.38762462
387534,1.012553,0.17300926
490352,1.1436181,0.116287656
46761,1.0869907,0.13904221
302257,0.72538733,0.3512307
742522,0.80159795,0.29577005
770087,0.070768125,1.2767113
804561,0.95736474,0.1987995
197512,0.7129851,0.36062312
697040,0.8129717,0.288259
131441,0.8289227,0.2778339
554323,0.9915883,0.18256597
669833,1.1397115,0.117823064
35348,0.13108853,1.086497
156390,1.1821358,0.10228743
854046,1.043994,0.1569243
287764,0.80366284,0.27615723
545365,0.18455833,0.98867524
764535,0.98171294,0.18135014
876242,0.17133926,0.998241
705184,0.99433875,0.18124782
777381,1.0780663,0.13942263
356116,0.13027568,1.0996847
41513,0.9436685,0.20835018
664753,1.2038507,0.0935944
613926,1.0980954,0.13465853
789693,0.9688505,0.19490534
264712,0.7673123,0.31707636
294787,1.1719589,0.10599823
273261,1.1395986,0.11758734
436032,1.1185145,0.12201818
294322,0.9473577,0.20606446
822478,1.1588678,0.10904552
301569,0.7466727,0.32625186
582009,1.100189,0.13046616
194166,1.0808214,0.14000756
354092,0.91763246,0.21997766
31895,0.87040555,0.25038022
163565,0.7582911,0.3263063
557338,0.10889744,1.1530286
114863,0.0,0.0
838226,0.67798644,0.38794473
337300,0.0,0.0
596658,0.0,0.0
122820,1.0922748,0.13632412
649040,0.42840007,0.0
608207,0.59754544,0.44399107
703067,1.0745975,0.143733
281355,0.92185545,0.21887673
794323,1.1577412,0.111116044
835369,0.8969438,0.23593245
695925,0.907611,0.22779134
875293,1.103498,0.13181175
334346,1.037406,0.16011982
838849,0.7846402,0.3062554
687325,0.2896921,0.77678454
744184,1.0153966,0.1714624
636492,0.47459093,0.55883133
373341,1.1823862,0.10205188
487739,1.1815382,0.10243959
782038,1.1366366,0.116231605
815798,0.92146975,0.22058235
241509,1.1278799,0.12152688
764052,1.0397238,0.15941986
795976,1.0932683,0.095506184
213973,1.2415731,0.07403951
207329,0.7867224,0.30035204
544702,0.56796384,0.4750359
767878,0.21839543,0.9223353
877322,0.69143766,0.37351036
126842,0.0,0.0
834941,1.0982223,0.13200343
853657,0.42840007,0.0
476868,0.97713274,0.18501365
478687,1.2536027,0.07911501
673439,1.1819084,0.10130061
419532,1.0297878,0.16398953
88708,0.11044598,1.1613903
550589,1.2355077,0.07562435
792825,1.1166599,0.12169169
841464,0.6905466,0.37598974
695963,1.1339792,0.11986437
790437,0.89660084,0.23495325
882644,1.2575119,0.055202216
745742,0.992036,0.18321957
235934,0.6013275,0.4505306
412164,0.41430244,0.59801406
504511,0.20742604,0.88631165
241984,1.1241025,0.122448646
414035,1.1625686,0.10858437
182870,1.0984802,0.1331814
505791,1.1329437,0.12065598
644653,0.14507662,1.0630094
731218,0.94666195,0.2065615
743721,0.8448364,0.2679404
246883,0.71597266,0.35723028
620349,0.6794605,0.38773048
175356,0.8785817,0.24517104
336969,0.48332578,0.54580545
218010,0.4146318,0.6343075
327128,1.1027234,0.09274602
208711,0.7682295,0.3186736
334347,1.200258,0.094575636
75388,0.8161071,0.2854872
515417,0.9103363,0.22200844
213000,0.20697787,0.9170619
6505,1.0464606,0.15585965
442649,0.90477586,0.23028806
247139,1.1442312,0.11575667
302711,0.73215556,0.34427196
770847,0.615764,0.4416564
483078,1.2157311,0.09140797
369684,0.38085833,0.67267406
855134,0.8073406,0.2913153
35432,0.35210884,0.6989942
118922,0.42840007,0.0
732309,0.0,0.0
777175,1.2236754,0.08620697
807626,0.0,0.42840007
642822,0.670924,0.39332637
114226,0.0,0.0
622358,0.47793442,0.5623874
423176,0.8286268,0.2738722
437093,0.5546417,0.4900288
762551,1.1940925,0.09196931
146645,0.0,0.42840007
702271,0.8763727,0.24737099
648567,1.1266735,0.086004876
824561,1.040552,0.15785941
834027,0.8734404,0.24289507
345431,0.6879665,0.37624073
533781,0.0,0.0
479328,0.0,0.0
649672,1.2300923,0.060852617
100263,0.0,0.0
360060,0.97460544,0.19194391
650230,1.0443497,0.15651785
131177,0.9821671,0.18706813
482041,1.0709496,0.14513718
523232,0.0,0.0
641887,0.9002824,0.22179689
744019,1.2690727,0.075238794
568131,1.1214867,0.12450111
132504,1.2422853,0.08180059
155278,0.40476713,0.64918995
878027,1.2400743,0.083408676
872211,0.6874311,0.3762939
321912,1.1034732,0.13045573
785513,0.9973751,0.17950058
28233,1.1014317,0.13257384
517178,0.8212564,0.2723278
414840,0.4139346,0.62371033
713887,0.54224,0.5055344
831819,0.0,0.0
290616,0.37346944,0.67505354
303899,0.41628486,0.62924796
320392,0.9993453,0.17974703
81261,0.38431242,0.64922184
419259,0.759712,0.32228905
767920,0.0,0.0
512159,0.0,0.42840007
33675,0.897406,0.23130257
218109,0.26098347,0.8301224
493010,1.1027234,0.09274602
668572,0.12984045,1.1042616
297238,1.1385267,0.11891665
410296,0.12470803,1.121414
184770,0.36867604,0.69663125
234751,0.0,0.0
323375,0.8075633,0.287155
587516,0.8751631,0.23822735
591239,0.9110668,0.22611916
878493,1.047972,0.15537992
42322,0.95146716,0.20253378
324075,1.0436399,0.15646854
878758,0.69978946,0.3635292
810430,0.0,0.0
615766,0.65057003,0.40864807
735476,0.39355993,0.65046537
261793,0.0,0.0
607409,1.1768966,0.10414691
653820,0.40595505,0.64244133
502546,0.41314626,0.6379064
530823,0.37601095,0.668842
605390,0.0,0.0
270405,0.44751257,0.5928518
415672,1.1951687,0.096855044
439353,0.6781701,0.3886705
544031,0.40109068,0.63663864
858410,0.0,0.0
861618,0.890897,0.2331278
28586,0.72965455,0.34551793
359045,0.42270377,0.6320097
465662,0.6271503,0.42631045
475151,0.6024426,0.44489837
832875,0.84414685,0.25743055
38059,0.0,0.0
804899,1.1698877,0.10688603
821917,0.45092034,0.5830268
132183,0.4237054,0.6018136
211773,0.4508671,0.59536326
611791,0.6072529,0.44029534
225277,0.0,0.0
332061,1.0893754,0.13699609
711467,0.0,0.0
129459,0.0,0.0
295791,0.69898635,0.3676151
350803,0.76664567,0.31462607
426340,0.0,0.0
248992,0.42840007,0.0
494011,0.42840007,0.0
113197,0.0,0.0
295923,0.42840007,0.0
599105,0.0,0.0
69493,0.87658775,0.22714305
613094,0.38314313,0.6719398
238358,0.42840007,0.0
342671,0.7266123,0.34780216
820804,0.90292907,0.2301009
48429,0.6404425,0.41384053
160721,1.0694592,0.14462014
167858,0.42840007,0.0
439436,0.49872905,0.49872905
105046,0.0,0.0
700182,0.44546354,0.6085333
741099,0.70674646,0.3597068
764911,0.0,0.0
862255,0.83055097,0.27663112
176964,0.0,0.0
193312,0.0,0.0
212019,0.0,0.0
277128,0.7748549,0.3118784
354734,0.54302084,0.5032116
366680,0.0,0.0
601942,0.106569715,1.1587863
344540,0.6405723,0.41467035
501602,0.451881,0.5917162
620883,1.0512788,0.08311714
417104,0.0,0.0
841824,1.0802721,0.14227904
873189,0.31314862,0.7323295
197565,0.5881866,0.42192057
371850,0.0,0.0
398677,0.51645875,0.53000623
465395,0.0,0.0
224778,0.0,0.0
288423,0.0,0.0
325976,0.9654443,0.13848327
420200,0.7270835,0.3470186
798656,0.63205004,0.41397536
110139,0.6648245,0.39244202
298978,0.82404876,0.28070876
590172,0.4015188,0.63216424
788205,1.0023499,0.17653441
792666,0.34061363,0.72303283
8159,0.3951263,0.6496289
287486,0.85180134,0.26350713
464420,0.0,0.0
252194,0.4170968,0.62943
301412,0.0,0.0
502620,0.42840007,0.0
627678,0.36240765,0.6671544
17720,0.56308985,0.4735758
240395,0.0,0.0
214309,0.0,0.0
296982,0.36215144,0.67870915
300983,0.0,0.0
445518,0.34036827,0.34036827
827086,0.98972565,0.18104912
65165,0.43124115,0.61933124
575882,0.5984499,0.4471975
107894,0.63865155,0.4140669
151702,0.0,0.0
568379,1.189513,0.09968587
798959,0.0,0.0
106938,0.0,0.0
126638,0.42840007,0.0
423071,1.205317,0.09484253
484404,0.39285946,0.63808227
647520,0.42840007,0.0
667157,0.9300878,0.2079213
718301,0.42840007,0.0
804261,0.44482073,0.58774716
60123,0.0,0.0
69037,0.56965196,0.0
144607,0.20305066,0.9527399
379046,0.7946588,0.30024642
563631,0.56886554,0.47470772
52877,0.0,0.0
79179,0.0,0.0
355145,0.0,0.0
394751,0.0,0.0
658123,0.0,0.0
35899,0.5762368,0.46908778
159742,0.0,0.0
403047,0.0,0.0
455450,0.0,0.0
560667,0.0,0.0
597765,0.3452303,0.70839274
707772,0.0,0.0
734750,0.0,0.0
856628,0.50703514,0.53919786
130060,0.0,0.0
247386,0.43007803,0.5777401
446833,1.182986,0.10204862
841456,0.61312395,0.44050127
864284,0.37857273,0.6898221
120455,0.0,0.0
219999,1.1977913,0.096552566
426475,1.0737457,0.1426132
514037,0.71404403,0.34428877
596766,0.4448511,0.5981151
700371,0.0,0.0
786164,0.42840007,0.0
56752,0.5388799,0.49860096
151789,1.2091488,0.09397059
221995,0.42840007,0.0
281231,0.0,0.0
376811,0.8652253,0.25135696
452782,0.6276247,0.42765287
609935,0.0,0.0
38759,1.3092867,0.06351061
88894,0.5428435,0.49998522
288194,0.46018553,0.55019116
538659,0.5001439,0.5321451
787994,0.34036827,0.34036827
38626,0.44044036,0.5990354
259592,0.71513134,0.35890687
366248,0.66281635,0.38626036
575554,0.0,0.0
785251,0.39928412,0.64053345
200148,0.5619184,0.48359066
353582,0.57193494,0.4681996
484907,0.5169389,0.5169389
491858,0.99316984,0.12825435
696037,0.0,0.0
756584,0.0,0.0
494193,0.37656286,0.6562758
512152,0.5810963,0.46908808
98990,0.62592936,0.4231473
151173,0.47725672,0.55896175
200509,0.0,0.0
263849,0.0,0.0
378808,0.0,0.0
410622,0.0,0.0
441204,1.1915832,0.09812113
585628,0.0,0.0
637825,0.0,0.0
761072,0.36142713,0.69318104
162468,0.62313807,0.42691106
584550,0.48549885,0.56366605
624600,0.6118033,0.4365911
745000,0.5083865,0.5368373
752396,0.4584059,0.56227076
14836,0.0,0.0
170356,0.49303898,0.53818655
308557,0.47163522,0.56591266
588545,0.0,0.0
655598,0.0,0.0
768293,0.6503914,0.0
25536,1.1250216,0.12310642
76794,0.59140044,0.46262845
204425,0.42840007,0.0
238217,0.0,0.0
301768,0.63393664,0.32801625
318002,0.7982209,0.2906465
473950,0.40118185,0.65856344
649493,0.5958991,0.4510232
699464,0.4894932,0.5345193
725119,0.0,0.42840007
727062,1.0700034,0.1453203
733348,0.31316575,0.73735464
196398,0.41807863,0.55188525
361233,0.0,0.0
450372,1.1740347,0.105392314
458194,0.0,0.0
461638,0.0,0.0
559114,1.0950596,0.13487194
661544,0.0,0.0
666062,1.309004,0.065384105
775047,0.44327116,0.58478737
104560,0.0,0.0
116624,1.030047,0.14477113
289673,0.57189715,0.4730084
327591,1.0470421,0.15501308
460998,0.60062087,0.45052344
561831,0.71404403,0.34428877
687221,0.42840007,0.0
712704,0.29016718,0.7893238
131534,0.0,0.0
247463,0.0,0.42840007
271230,0.42840007,0.0
627986,0.44773638,0.5975178
111279,0.5413327,0.49315652
479359,0.5327389,0.5124235
557704,0.48042035,0.56619024
586513,0.42840007,0.0
770303,0.4308679,0.6249682
844241,0.45959598,0.58366406
59296,0.0,0.0
140943,0.62461925,0.42523083
161012,0.0,0.0
367445,0.586647,0.46010882
718368,0.42840007,0.0
760247,0.80308557,0.28999075
855394,0.0,0.0
225191,0.5112246,0.5266862
656939,0.0,0.0
828913,0.38357753,0.66195107
210841,0.5956738,0.4460823
214948,1.1815443,0.10233399
246448,0.8545128,0.22426707
